order_id,customer_name,age,product,quantity,price
553,,25.0,Mobile,2.0,15000.0
528,Amit,22.0,Headphones,,
975,Pooja,35.0,Tablet,3.0,10000.0
656,Amit,22.0,Mobile,,
816,Rahul,,Headphones,2.0,20000.0
83,Amit,,Laptop,3.0,
386,,,Mobile,1.0,15000.0
710,,25.0,Laptop,2.0,
383,Amit,,Mobile,1.0,20000.0
966,Rahul,22.0,Mobile,1.0,
326,Amit,35.0,Laptop,1.0,20000.0
109,Amit,,Laptop,1.0,10000.0
999,Neha,22.0,Mobile,2.0,20000.0
493,,,Mobile,1.0,20000.0
686,,25.0,Tablet,,10000.0
33,Neha,22.0,Tablet,3.0,20000.0
450,Rahul,22.0,,2.0,20000.0
44,Pooja,22.0,Headphones,3.0,10000.0
200,Rahul,35.0,,2.0,10000.0
985,Pooja,35.0,Tablet,3.0,10000.0
59,Neha,25.0,Tablet,3.0,10000.0
394,Neha,30.0,,2.0,15000.0
39,,25.0,Mobile,,10000.0
991,,30.0,Laptop,1.0,
350,,30.0,Laptop,2.0,
17,,30.0,,3.0,10000.0
27,Pooja,,Mobile,3.0,10000.0
900,Pooja,22.0,Headphones,,10000.0
625,Amit,30.0,Laptop,2.0,20000.0
746,Amit,,Tablet,3.0,
213,Rahul,35.0,,,20000.0
2,Rahul,30.0,Tablet,,15000.0
765,Amit,25.0,,2.0,20000.0
193,Rahul,25.0,Mobile,2.0,10000.0
768,Pooja,22.0,Tablet,,15000.0
699,Neha,35.0,Laptop,2.0,
313,Pooja,30.0,Laptop,3.0,15000.0
156,Neha,30.0,Tablet,,10000.0
74,Rahul,,,1.0,20000.0
560,Rahul,,Mobile,,20000.0
250,Neha,,Tablet,1.0,10000.0
947,Pooja,35.0,Laptop,3.0,
745,Neha,30.0,Laptop,,10000.0
674,Neha,35.0,Laptop,1.0,10000.0
271,Pooja,35.0,Mobile,3.0,
70,,22.0,Mobile,1.0,10000.0
230,,22.0,Tablet,1.0,10000.0
917,Pooja,25.0,Headphones,,
179,Neha,30.0,Laptop,,10000.0
934,Pooja,22.0,,,20000.0
801,Pooja,25.0,Headphones,1.0,20000.0
141,,22.0,Mobile,2.0,15000.0
916,Rahul,22.0,,3.0,
365,Pooja,,Headphones,3.0,20000.0
574,,30.0,Mobile,2.0,15000.0
755,Pooja,,Laptop,1.0,15000.0
385,Rahul,,Headphones,,
978,Pooja,35.0,Mobile,1.0,15000.0
104,Neha,30.0,Laptop,1.0,10000.0
335,Neha,25.0,Tablet,3.0,20000.0
866,Neha,22.0,Tablet,1.0,15000.0
935,Rahul,35.0,Laptop,3.0,15000.0
795,Neha,30.0,Laptop,,
433,Pooja,25.0,Tablet,1.0,10000.0
952,,22.0,,1.0,20000.0
34,Amit,25.0,,,10000.0
277,,35.0,Laptop,2.0,
754,Rahul,35.0,,3.0,15000.0
859,Rahul,,Tablet,,20000.0
106,Amit,22.0,Tablet,,
623,Amit,30.0,Laptop,1.0,20000.0
522,Rahul,22.0,Mobile,2.0,20000.0
215,Amit,25.0,Mobile,1.0,20000.0
130,Amit,22.0,Laptop,,
648,Neha,25.0,Tablet,1.0,10000.0
116,Rahul,35.0,Headphones,2.0,10000.0
771,Neha,22.0,Headphones,1.0,20000.0
4,,35.0,Laptop,,15000.0
540,Pooja,,,2.0,15000.0
440,Pooja,25.0,Laptop,,20000.0
644,,25.0,Laptop,1.0,
483,Pooja,25.0,Tablet,,
707,Rahul,,Tablet,1.0,10000.0
637,Neha,,,,15000.0
115,Rahul,30.0,Laptop,2.0,20000.0
425,,22.0,Mobile,1.0,20000.0
552,Neha,35.0,Headphones,1.0,20000.0
936,,,,2.0,10000.0
671,Pooja,22.0,,,10000.0
252,Pooja,25.0,Mobile,,10000.0
914,Neha,25.0,Mobile,2.0,15000.0
467,Neha,25.0,,2.0,20000.0
845,Pooja,30.0,Laptop,3.0,15000.0
80,Neha,25.0,Tablet,,20000.0
693,Rahul,22.0,Headphones,3.0,20000.0
270,Rahul,35.0,Tablet,1.0,20000.0
188,,25.0,Mobile,,
796,Amit,30.0,Mobile,3.0,
482,Rahul,35.0,Laptop,1.0,10000.0
13,Rahul,30.0,Laptop,1.0,10000.0
353,Neha,22.0,Headphones,2.0,15000.0
940,,22.0,Headphones,1.0,
307,Amit,35.0,Headphones,,10000.0
454,Neha,22.0,Mobile,2.0,20000.0
959,Pooja,,Mobile,1.0,20000.0
794,Neha,,Tablet,2.0,20000.0
26,Pooja,,Headphones,3.0,10000.0
352,Rahul,22.0,Laptop,3.0,10000.0
72,Rahul,35.0,Headphones,,10000.0
8,Amit,,Tablet,1.0,
495,Amit,35.0,Mobile,,
396,Pooja,30.0,Tablet,1.0,
113,Rahul,,Laptop,,20000.0
98,Neha,22.0,Laptop,3.0,20000.0
192,,30.0,Mobile,2.0,
42,,,,3.0,
398,,25.0,,2.0,10000.0
197,Amit,25.0,,1.0,15000.0
426,,25.0,Tablet,1.0,10000.0
799,Pooja,25.0,Tablet,1.0,15000.0
461,Rahul,35.0,,,15000.0
488,Amit,22.0,Mobile,1.0,10000.0
662,,30.0,,3.0,
989,,25.0,Headphones,,15000.0
682,Neha,30.0,Mobile,2.0,
124,Neha,35.0,,1.0,15000.0
296,Neha,,Mobile,3.0,10000.0
238,Neha,,Laptop,,15000.0
909,Amit,35.0,Mobile,2.0,20000.0
775,Pooja,25.0,Mobile,,10000.0
382,Rahul,22.0,Laptop,1.0,20000.0
419,,35.0,Mobile,1.0,10000.0
166,,,Tablet,2.0,15000.0
138,Rahul,35.0,Mobile,,
56,Amit,,,2.0,
519,Neha,30.0,Headphones,,20000.0
218,,,Mobile,1.0,20000.0
568,Rahul,,Laptop,2.0,10000.0
579,Neha,,Tablet,2.0,10000.0
121,Rahul,,Mobile,,10000.0
669,Rahul,35.0,,2.0,10000.0
127,Neha,30.0,Mobile,1.0,15000.0
198,Amit,25.0,Headphones,3.0,15000.0
901,,35.0,Headphones,2.0,10000.0
100,Amit,22.0,Tablet,2.0,
860,Amit,35.0,Tablet,3.0,15000.0
844,,22.0,Tablet,3.0,
918,,35.0,Laptop,2.0,15000.0
373,Pooja,,,,20000.0
951,,30.0,Tablet,2.0,10000.0
259,Neha,22.0,Laptop,2.0,15000.0
703,Rahul,22.0,Headphones,1.0,
641,Rahul,25.0,Tablet,3.0,
936,,,,2.0,10000.0
508,,35.0,Laptop,3.0,
913,Neha,22.0,Tablet,1.0,15000.0
972,,30.0,Mobile,3.0,10000.0
10,Amit,25.0,Headphones,,15000.0
893,Amit,30.0,Mobile,1.0,15000.0
748,,30.0,Headphones,1.0,15000.0
202,Rahul,30.0,Headphones,1.0,
345,Pooja,,,3.0,10000.0
502,Pooja,,Headphones,,20000.0
557,Neha,35.0,Laptop,,20000.0
237,Amit,30.0,Laptop,2.0,20000.0
266,,,Mobile,1.0,15000.0
564,Neha,35.0,Mobile,3.0,15000.0
786,Rahul,25.0,Tablet,2.0,
645,Amit,,Laptop,1.0,15000.0
258,,25.0,Tablet,1.0,10000.0
479,Amit,,Tablet,2.0,15000.0
101,,30.0,Laptop,2.0,
962,Pooja,35.0,,3.0,
588,Rahul,30.0,,,15000.0
882,,,,3.0,10000.0
717,Pooja,35.0,Tablet,1.0,20000.0
20,Pooja,35.0,Headphones,2.0,15000.0
943,Pooja,22.0,Tablet,2.0,
586,Pooja,30.0,,2.0,15000.0
244,,30.0,Laptop,1.0,
979,Rahul,22.0,Tablet,2.0,10000.0
161,Rahul,35.0,Tablet,,10000.0
928,Rahul,22.0,Tablet,,10000.0
869,Neha,22.0,Laptop,,
924,,25.0,Mobile,2.0,15000.0
565,Pooja,35.0,,,10000.0
54,Neha,30.0,Mobile,1.0,
459,Rahul,35.0,Tablet,,20000.0
616,Neha,25.0,Mobile,1.0,10000.0
692,,,,2.0,
822,Neha,,Mobile,,20000.0
99,,25.0,Headphones,3.0,10000.0
507,Amit,25.0,Mobile,3.0,15000.0
529,Rahul,,Laptop,3.0,20000.0
36,Amit,30.0,Mobile,3.0,15000.0
323,Neha,35.0,Mobile,1.0,20000.0
603,Neha,,,2.0,10000.0
184,Pooja,35.0,Laptop,2.0,20000.0
807,Pooja,35.0,Laptop,1.0,
578,Amit,,Tablet,3.0,20000.0
158,Pooja,25.0,Tablet,1.0,10000.0
157,Pooja,22.0,Mobile,2.0,
756,Neha,,Headphones,1.0,20000.0
441,Amit,35.0,Tablet,2.0,
720,Pooja,30.0,,,
417,Amit,,Headphones,3.0,
824,Amit,35.0,Mobile,1.0,20000.0
262,,22.0,Tablet,1.0,20000.0
429,Neha,25.0,Headphones,3.0,15000.0
18,Rahul,25.0,Headphones,3.0,
849,Rahul,35.0,Tablet,,20000.0
368,Pooja,30.0,Laptop,2.0,10000.0
364,Rahul,22.0,Laptop,3.0,20000.0
465,Amit,,Mobile,1.0,20000.0
689,,35.0,,1.0,10000.0
501,Pooja,,Laptop,1.0,15000.0
961,Neha,35.0,Laptop,1.0,
299,,30.0,Mobile,,10000.0
61,Neha,22.0,,2.0,20000.0
449,,35.0,,3.0,10000.0
664,Rahul,22.0,Laptop,2.0,10000.0
584,Amit,25.0,Tablet,1.0,
321,Neha,,Tablet,,15000.0
135,Neha,30.0,,3.0,
533,Amit,25.0,Laptop,3.0,20000.0
769,Neha,22.0,Mobile,,15000.0
286,Pooja,35.0,Tablet,,10000.0
89,Pooja,35.0,Mobile,,15000.0
63,Neha,,Mobile,3.0,
743,Amit,,Tablet,,20000.0
908,Amit,22.0,,2.0,10000.0
303,Pooja,35.0,Laptop,3.0,15000.0
203,Amit,22.0,Mobile,2.0,
122,Rahul,30.0,Mobile,1.0,20000.0
236,Pooja,35.0,Headphones,2.0,15000.0
631,Rahul,35.0,Mobile,1.0,20000.0
792,,35.0,,,15000.0
820,,25.0,Headphones,3.0,10000.0
103,Amit,25.0,,2.0,10000.0
290,Rahul,30.0,Tablet,1.0,10000.0
327,Pooja,30.0,,3.0,15000.0
82,,25.0,,1.0,10000.0
874,Amit,30.0,Laptop,3.0,
1,Rahul,35.0,Headphones,1.0,
925,Pooja,22.0,,,20000.0
823,Neha,22.0,Tablet,2.0,15000.0
766,Amit,30.0,,2.0,
702,Amit,35.0,,3.0,15000.0
476,Pooja,22.0,,,10000.0
819,Rahul,35.0,,,20000.0
864,Neha,25.0,Tablet,3.0,20000.0
933,Rahul,25.0,,2.0,20000.0
968,Pooja,22.0,,1.0,20000.0
527,Rahul,25.0,,,15000.0
488,Amit,22.0,Mobile,1.0,10000.0
316,Pooja,,Headphones,3.0,
546,Pooja,25.0,Headphones,2.0,
363,Rahul,25.0,Headphones,3.0,15000.0
154,Rahul,35.0,Tablet,2.0,
713,Pooja,22.0,Tablet,,10000.0
791,Pooja,35.0,Laptop,1.0,
226,Rahul,22.0,Laptop,3.0,10000.0
621,Rahul,25.0,Laptop,,15000.0
677,Pooja,,Headphones,1.0,15000.0
613,Pooja,35.0,Mobile,2.0,10000.0
148,Neha,22.0,Laptop,3.0,
504,Amit,22.0,Laptop,3.0,15000.0
735,Neha,35.0,Headphones,,
911,Pooja,30.0,,2.0,
730,Pooja,25.0,Tablet,1.0,15000.0
658,Pooja,25.0,Mobile,3.0,20000.0
351,Pooja,35.0,Tablet,3.0,15000.0
758,,30.0,Tablet,2.0,20000.0
66,Amit,22.0,Laptop,1.0,10000.0
208,,22.0,Laptop,,15000.0
418,Amit,25.0,Headphones,1.0,20000.0
525,Pooja,22.0,Headphones,3.0,20000.0
705,Amit,25.0,Tablet,1.0,20000.0
77,Amit,22.0,Headphones,3.0,
920,Pooja,30.0,Mobile,2.0,20000.0
576,Neha,,Mobile,2.0,15000.0
857,Amit,30.0,Laptop,1.0,15000.0
123,Neha,30.0,Headphones,2.0,20000.0
287,Rahul,,,1.0,
897,Neha,22.0,,3.0,15000.0
518,Pooja,35.0,Laptop,1.0,20000.0
997,Rahul,,Laptop,3.0,20000.0
736,Rahul,,Tablet,3.0,20000.0
362,Amit,25.0,Laptop,1.0,
642,,35.0,,3.0,15000.0
431,Neha,25.0,Mobile,,15000.0
168,Pooja,22.0,Mobile,,15000.0
275,Rahul,,Headphones,1.0,20000.0
828,Rahul,25.0,Laptop,1.0,20000.0
678,Rahul,35.0,Headphones,,15000.0
55,Pooja,,Laptop,3.0,
512,Amit,22.0,Mobile,,20000.0
721,Rahul,22.0,Headphones,3.0,10000.0
380,Neha,35.0,,,
234,,22.0,,2.0,20000.0
906,,,Tablet,2.0,10000.0
539,Pooja,22.0,Headphones,3.0,
659,Rahul,22.0,Tablet,2.0,10000.0
784,Pooja,35.0,Headphones,2.0,15000.0
601,,25.0,Laptop,3.0,
516,,,Laptop,,10000.0
629,Pooja,35.0,Mobile,3.0,20000.0
889,,,Headphones,1.0,20000.0
532,Pooja,25.0,Mobile,1.0,
164,Pooja,,Mobile,2.0,20000.0
274,,30.0,Tablet,1.0,15000.0
186,Rahul,30.0,Mobile,,
134,,25.0,Headphones,3.0,10000.0
569,Rahul,,Tablet,,
490,Amit,35.0,Laptop,2.0,
615,Amit,25.0,,,10000.0
300,Neha,35.0,Mobile,,15000.0
604,Pooja,35.0,,3.0,15000.0
276,,25.0,Mobile,3.0,15000.0
938,Pooja,35.0,Mobile,1.0,10000.0
718,Pooja,,Laptop,1.0,10000.0
841,Amit,25.0,Headphones,1.0,20000.0
442,Amit,25.0,Tablet,1.0,20000.0
550,Pooja,,Mobile,1.0,
261,Neha,35.0,Mobile,2.0,20000.0
405,Amit,25.0,Laptop,,15000.0
373,Pooja,,,,20000.0
992,Rahul,30.0,,2.0,
716,,,Mobile,1.0,10000.0
84,Amit,35.0,,2.0,10000.0
144,Neha,22.0,,3.0,15000.0
458,Amit,35.0,Tablet,2.0,
903,Pooja,35.0,Headphones,,
375,Neha,22.0,Laptop,,15000.0
222,Pooja,25.0,Headphones,1.0,
97,Pooja,,Laptop,,
397,Neha,22.0,Laptop,,10000.0
895,Pooja,,Headphones,1.0,
657,Neha,35.0,Mobile,1.0,10000.0
150,Rahul,,Mobile,,10000.0
956,Pooja,25.0,Mobile,1.0,20000.0
831,Pooja,,Mobile,1.0,15000.0
892,Pooja,22.0,Mobile,1.0,15000.0
706,Amit,30.0,,,
35,Amit,22.0,,1.0,20000.0
646,,35.0,Laptop,,20000.0
317,Pooja,22.0,Tablet,3.0,10000.0
50,Rahul,35.0,Tablet,,
998,Rahul,25.0,Headphones,1.0,
810,Rahul,22.0,Mobile,1.0,
764,,25.0,Headphones,3.0,20000.0
211,Amit,25.0,,,20000.0
118,,30.0,,2.0,20000.0
855,Amit,,Tablet,2.0,20000.0
194,Rahul,22.0,Tablet,2.0,20000.0
513,Amit,,Tablet,3.0,15000.0
687,Rahul,,Laptop,,20000.0
676,Neha,35.0,Laptop,,15000.0
241,Amit,35.0,,2.0,15000.0
628,Neha,,Mobile,1.0,
32,Neha,25.0,Laptop,2.0,20000.0
836,,,Tablet,,
516,,,Laptop,,10000.0
927,,35.0,Headphones,2.0,20000.0
453,Rahul,30.0,,1.0,10000.0
598,Neha,,Headphones,3.0,
376,Rahul,35.0,Mobile,3.0,15000.0
930,Amit,,Laptop,3.0,15000.0
726,Pooja,30.0,,3.0,
94,Amit,35.0,,3.0,15000.0
803,Pooja,,,2.0,10000.0
626,Amit,25.0,Tablet,1.0,10000.0
